Codigo,Nombre,Tipo,Cantidad,Precio,Minimo,ValorTotal,Año,Mes,Dia
P-0904,Limpiador Pantalla Orico SE,Accesorio,1,17000,3,17000,2005,Diciembre,20
P-0905,Proyector LG Ultra,Electrónico,19,3678000,5,69882000,2009,Noviembre,16
P-0906,Escritorio Gaming FlexiDesk Elite,Mobiliario,1,1658000,15,1658000,2003,Julio,9
P-0907,Base Laptop Ugreen 4K,Accesorio,70,138000,15,9660000,2018,Mayo,31
P-0908,Firewall Bosch SE,Seguridad,9,5444000,4,48996000,2000,Febrero,21
P-0909,Regulador Voltaje Eaton Lite,Energía,27,373000,8,10071000,2009,Julio,26
P-0910,Servidor Rack 1U Samsung Lite,Electrónico,19,14341000,5,272479000,2018,Enero,25
P-0911,Papel Fotográfico A4 Ugreen Mini,Accesorio,1,34000,4,34000,2021,Junio,19
P-0912,Rack 12U Netgear Max,Red,40,1237000,9,49480000,2012,Marzo,19
P-0913,Funda Tablet Orico Ultra,Accesorio,32,47000,14,1504000,2012,Octubre,8
P-0914,Regleta Eléctrica Anker HD,Accesorio,36,35000,10,1260000,2022,Agosto,24
P-0915,Licencia AutoCAD ESET Mini,Software,4,2800000,5,11200000,2006,Diciembre,2
P-0916,Sensor Movimiento Honeywell Basic,Seguridad,6,152000,3,912000,2002,Junio,19
P-0917,Rack 12U Ubiquiti Ultra,Red,4,1739000,14,6956000,2018,Febrero,16
P-0918,Licencia Office 365 Microsoft Elite,Software,0,350000,6,0,2022,Julio,6
P-0919,Switch 24 puertos Zyxel Ultra,Red,31,2084000,11,64604000,2026,Febrero,17
P-0920,Monitor Lenovo Pro,Electrónico,1,1695000,2,1695000,2020,Abril,21
P-0921,Cartucho Epson Canon Elite,Impresión,0,157000,13,0,2007,Julio,24
P-0922,Proyector Lenovo Pro,Electrónico,3,5843000,5,17529000,2003,Octubre,20
P-0923,Cámara IP Honeywell Max,Seguridad,34,754000,13,25636000,2022,Julio,25
P-0924,Proyector Lenovo Pro,Electrónico,48,3983000,14,191184000,2024,Septiembre,27
P-0925,Access Point Netgear Basic,Red,15,536000,15,8040000,2009,Febrero,13
P-0926,Mouse HyperX Mini,Periférico,1,242000,9,242000,2021,Julio,5
P-0927,Lápiz Digitalizador Microsoft V3,Periférico,6,287000,3,1722000,2019,Mayo,27
P-0928,Access Point Tenda V2,Red,6,599000,7,3594000,2025,Diciembre,22
P-0929,Tablet MSI SE,Electrónico,15,1050000,6,15750000,2003,Junio,8
P-0930,Lápiz Digitalizador Trust Slim,Periférico,22,103000,15,2266000,2025,Abril,2
P-0931,Impresora Inkjet Xerox Mini,Impresión,1,652000,2,652000,2018,Junio,19
P-0932,Regulador Voltaje APC Mini,Energía,9,209000,2,1881000,2025,Marzo,31
P-0933,Cable HDMI Vention Elite,Accesorio,0,65000,14,0,2001,Febrero,23
P-0934,Micrófono USB Microsoft Plus,Periférico,1,531000,11,531000,2011,Septiembre,4
P-0935,Smartphone Samsung V2,Electrónico,19,1530000,13,29070000,2017,Noviembre,7
P-0936,Teclado Microsoft Basic,Periférico,32,242000,10,7744000,2013,Febrero,1
P-0937,DVR 8 Canales Honeywell V3,Seguridad,7,975000,2,6825000,2021,Septiembre,15
P-0938,Adaptador USB-C HDMI Anker Ultra,Accesorio,9,150000,2,1350000,2011,Septiembre,11
P-0939,UPS 1200VA Forza SE,Energía,3,1193000,9,3579000,2002,Abril,14
P-0940,Firewall Bosch Max,Seguridad,3,7799000,9,23397000,2016,Junio,5
P-0941,Smart TV MSI Elite,Electrónico,23,3040000,6,69920000,2020,Junio,14
P-0942,Memoria USB Lexar Pro,Almacenamiento,21,106000,10,2226000,2010,Diciembre,23
P-0943,Licencia AutoCAD Microsoft X,Software,34,2800000,14,95200000,2000,Noviembre,7
P-0944,Adaptador USB-C HDMI Belkin V2,Accesorio,48,103000,15,4944000,2013,Marzo,14
P-0945,Hub USB-C Orico HD,Accesorio,14,377000,4,5278000,2026,Abril,17
P-0946,SSD NVMe SanDisk Plus,Almacenamiento,12,378000,10,4536000,2015,Febrero,25
P-0947,Sensor Movimiento Dahua Elite,Seguridad,0,93000,5,0,2003,Marzo,20
P-0948,Lápiz Digitalizador Razer Pro,Periférico,54,236000,12,12744000,2013,Mayo,30
P-0949,Cable UTP Cat6 Ubiquiti Pro,Red,7,19000,5,133000,2011,Abril,16
P-0950,Laptop Asus V2,Electrónico,0,3512000,15,0,2020,Marzo,28
P-0951,DVR 8 Canales Hanwha Pro,Seguridad,36,1319000,10,47484000,2026,Octubre,28
P-0952,Control de Acceso Bosch HD,Seguridad,48,499000,15,23952000,2014,Marzo,24
P-0953,Tablet Dell 4K,Electrónico,11,1422000,3,15642000,2022,Noviembre,24
P-0954,Cámara Web Razer V3,Periférico,22,238000,10,5236000,2004,Febrero,2
P-0955,Rack 12U D-Link X,Red,36,1016000,10,36576000,2013,Marzo,23
P-0956,Mochila Laptop Belkin HD,Accesorio,54,303000,12,16362000,2005,Noviembre,5
P-0957,Router WiFi Cisco Elite,Red,31,364000,10,11284000,2023,Agosto,17
P-0958,Base Laptop Anker SE,Accesorio,29,208000,9,6032000,2016,Agosto,7
P-0959,UPS 1200VA Forza 4K,Energía,35,860000,8,30100000,2020,Octubre,18
P-0960,Control de Acceso Hanwha Max,Seguridad,35,872000,11,30520000,2008,Octubre,11
P-0961,Limpiador Pantalla Vention Slim,Accesorio,21,28000,7,588000,2019,Agosto,22
P-0962,NAS Server Samsung V3,Almacenamiento,22,1341000,6,29502000,2025,Noviembre,16
P-0963,Teclado SteelSeries Pro,Periférico,3,233000,5,699000,2017,Octubre,17
P-0964,Monitor Acer Slim,Electrónico,46,1733000,10,79718000,2024,Noviembre,13
P-0965,Auriculares Dell Pro,Electrónico,3,1092000,7,3276000,2015,Noviembre,11
P-0966,Memoria USB Transcend Basic,Almacenamiento,8,54000,6,432000,2014,Octubre,31
P-0967,UPS 2000VA Tripp-Lite X,Energía,0,1225000,13,0,2013,Junio,6
P-0968,Disco SSD Lexar Elite,Almacenamiento,59,699000,15,41241000,2026,Noviembre,15
P-0969,UPS 2000VA APC X,Energía,0,2095000,6,0,2023,Junio,30
P-0970,DVR 8 Canales Axis Mini,Seguridad,0,740000,14,0,2018,Marzo,18
P-0971,Limpiador Pantalla Ugreen Max,Accesorio,15,39000,8,585000,2008,Agosto,11
P-0972,Licencia Antivirus Bitdefender Basic,Software,15,454000,15,6810000,2010,Febrero,18
P-0973,Escritorio Gaming DeskMate Mini,Mobiliario,16,690000,6,11040000,2007,Agosto,12
P-0974,Firewall Axis Elite,Seguridad,19,4477000,10,85063000,2026,Agosto,22
P-0975,Smartphone LG Lite,Electrónico,25,3337000,11,83425000,2002,Noviembre,25
P-0976,Router WiFi Ubiquiti HD,Red,0,583000,4,0,2008,Mayo,28
P-0977,Proyector Apple X,Electrónico,15,2203000,10,33045000,2014,Mayo,24
P-0978,NAS Server PNY Mini,Almacenamiento,0,4369000,13,0,2007,Octubre,22
P-0979,Teclado Microsoft SE,Periférico,45,181000,9,8145000,2024,Enero,21
P-0980,Lápiz Digitalizador A4Tech X,Periférico,2,278000,10,556000,2014,Junio,26
P-0981,Tóner HP Kyocera Mini,Impresión,17,167000,12,2839000,2018,Septiembre,23
P-0982,Mouse Genius Mini,Periférico,3,138000,7,414000,2019,Febrero,9
P-0983,Regleta Eléctrica Cable Matters Pro,Accesorio,18,74000,4,1332000,2021,Mayo,20
P-0984,Silla Ergonómica FlexiDesk Lite,Mobiliario,11,541000,15,5951000,2012,Agosto,16
P-0985,Memoria USB Seagate HD,Almacenamiento,0,118000,15,0,2010,Agosto,7
P-0986,Mochila Laptop Belkin Basic,Accesorio,33,195000,15,6435000,2000,Enero,31
P-0987,Laptop Samsung V3,Electrónico,6,1955000,6,11730000,2015,Enero,8
P-0988,Disco HDD Kingston V3,Almacenamiento,3,425000,5,1275000,2010,Junio,9
P-0989,UPS 1200VA Tripp-Lite X,Energía,14,624000,13,8736000,2005,Mayo,18
P-0990,Tarjeta SD Transcend Slim,Almacenamiento,1,164000,2,164000,2015,Febrero,10
P-0991,Cartucho Epson Epson HD,Impresión,2,114000,2,228000,2006,Noviembre,8
P-0992,Smart TV LG V2,Electrónico,54,2311000,12,124794000,2011,Febrero,31
P-0993,Memoria USB WD Pro,Almacenamiento,39,62000,15,2418000,2025,Octubre,10
P-0994,Impresora Láser Brother SE,Impresión,26,1107000,7,28782000,2008,Octubre,25
P-0995,Firewall Hikvision Elite,Seguridad,45,3429000,10,154305000,2010,Septiembre,10
P-0996,Mini PC HP Pro,Electrónico,8,1356000,10,10848000,2008,Julio,23
P-0997,NAS Server Seagate Pro,Almacenamiento,52,2620000,12,136240000,2019,Agosto,7
P-0998,Papel Fotográfico A4 Anker SE,Accesorio,0,35000,14,0,2022,Octubre,23
P-0999,Impresora 3D Brother Slim,Impresión,24,1741000,10,41784000,2008,Septiembre,23
P-1000,Auriculares Samsung Slim,Electrónico,0,954000,12,0,2017,Diciembre,16
